"bill","dateOfDine","comments","response","ip_addr","source","timestamp","cleanliness_rating","satisfaction_rating","recommendation_rating","restaurant_name","email","store_number","telephone","address","city","state","zip","lat","lon"
"n/a","2014-10-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:22","-1000","-1000","-1000","Super Carniceria Murrieta #3","",\N,"6022698282","4340 W Mcdowell Rd","","","85035","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:22","-1000","-1000","-1000","Seastar","",\N,"","23670 S Power Rd","Phoenix","AZ","85242","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Krispy Creations","",\N,"","7013 N 58th Ave","Phoenix","AZ","85301","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Thai Basil Signature","",\N,"4808203164","4550 E Cactus Rd","Phoenix","AZ","85032","0","0"
"n/a","2014-07-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Razzle Berriez","",\N,"6233630044","6635 W Happy Valley Rd","","","85310","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Razzle Berriez","",\N,"6233630044","6635 W Happy Valley Rd","","","85310","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Sprouts Farmers Market #3","",\N,"4808148016","5665 W Bell Rd","Phoenix","AZ","85308","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Sprouts Farmers Market #3","",\N,"4808148016","5665 W Bell Rd","Phoenix","AZ","85308","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Sprouts Farmers Market #3","",\N,"4808148016","5665 W Bell Rd","Phoenix","AZ","85308","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Sprouts Farmers Market #3","",\N,"4808148016","5665 W Bell Rd","Phoenix","AZ","85308","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Subway #51963","",\N,"","20241 N 67th Ave","Phoenix","AZ","00000","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","75","-1000","-1000","Party Water & Ice","",\N,"6027544134","1810 W Southern Ave","","","85041","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Subway #28646","",\N,"4806750500","8490 S Power Rd","Phoenix","AZ","85236","0","0"
"n/a","2015-01-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Red Wok Buffet","",\N,"6232021032","3434 E Thomas Rd","","","85018","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Yogurtini","",\N,"","475 E Bell Rd","Phoenix","AZ","85022","0","0"
"n/a","2015-01-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","85","-1000","-1000","Yogurtini","",\N,"","475 E Bell Rd","Phoenix","AZ","85022","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","85","-1000","-1000","The Habit Burger Grill","",\N,"9498518881","1817 E Guadalupe Rd","","","85283","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","The Habit Burger Grill","",\N,"9498518881","1817 E Guadalupe Rd","","","85283","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","85","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","85","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2014-08-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","85","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Ark Water & Ice LLC","",\N,"","5526 N 43rd Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Water and Ice Store","",\N,"6029387704","4212 W Cactus Rd","","","85029","0","0"
"n/a","2015-01-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Water and Ice Store","",\N,"6029387704","4212 W Cactus Rd","","","85029","0","0"
"n/a","2015-01-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Scottsdale Oldtown Courtyard","",\N,"","3311 N Scottsdale Rd","Phoenix","AZ","85251","0","0"
"n/a","2015-01-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Christ Church Of The Valley Surprise","",\N,"6238759000","14787 W Cholla St","","","85379","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Buffalo Wild Wings #375","",\N,"","2700 W North Ln","Phoenix","AZ","85051","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Buffalo Wild Wings #375","",\N,"","2700 W North Ln","Phoenix","AZ","85051","0","0"
"n/a","2015-01-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Buffalo Wild Wings #375","",\N,"","2700 W North Ln","Phoenix","AZ","85051","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Dairy Queen / Orange Julius","",\N,"4806321722","4568 E Cactus Rd","Phoenix","AZ","85032","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","AZ Airtime","",\N,"4806885529","13802 N Scottsdale Rd","","","85254","0","0"
"n/a","2014-09-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","AZ Airtime","",\N,"4806885529","13802 N Scottsdale Rd","","","85254","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Rogers Ranch Elementary School","",\N,"6022379100","6735 S 47th Ave","Phoenix","AZ","85339","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Lucky Kitchen Chinese Food","",\N,"","1520 W Indian school Rd","Phoenix","AZ","85015","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Mubaarak Grocery","",\N,"","2822 N 32nd St","Phoenix","AZ","85008","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Hansens Water Mart","",\N,"6239390883","3923 E Thunderbird","","","85032","0","0"
"n/a","2015-01-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Studio Movie Grill","",\N,"9723887888","15515 N Hayden Rd","","","85260","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Studio Movie Grill","",\N,"9723887888","15515 N Hayden Rd","","","85260","0","0"
"n/a","2015-01-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Jack In The Box #1184","",\N,"6028430530","4305 W Bethany Home Rd","Phoenix","AZ","85301","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Jack In The Box #1145","",\N,"6028430530","9066 W Olive Ave","Phoenix","AZ","85345","0","0"
"n/a","2015-01-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Jack In The Box #1145","",\N,"6028430530","9066 W Olive Ave","Phoenix","AZ","85345","0","0"
"n/a","2015-01-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Firehouse Subs Arcadia","",\N,"4802644819","2836 E Indian School Rd","","","85016","0","0"
"n/a","2015-01-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Chick-Fil-A","",\N,"6239074780","10180  Mcdowell Rd","","","85392","0","0"
"n/a","2015-01-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Chick-Fil-A","",\N,"6239074780","10180  Mcdowell Rd","","","85392","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Chick-Fil-A","",\N,"6239074780","10180  Mcdowell Rd","","","85392","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Chick-Fil-A","",\N,"6239074780","10180  Mcdowell Rd","","","85392","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Pizza Hut #26969","",\N,"","2436 E Bell Rd","Phoenix","AZ","85032","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Panda Express #2013","",\N,"6233866069","1100 S Watson Rd","","","85326","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Humble Pie","",\N,"4805569900","6137 N Scottsdale Rd","Phoenix","AZ","85250","0","0"
"n/a","2015-01-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Jack In The Box #131","",\N,"4809629919","942 E Broadway Rd","Phoenix","AZ","85282","0","0"
"n/a","2015-01-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","85","-1000","-1000","Jack in the Box #1574","",\N,"4809629919","21292 E Ocotillo Rd","Phoenix","AZ","85142","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","America Marketplace","",\N,"","6802 E Thomas Rd","Phoenix","AZ","85251","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","96","-1000","-1000","Five Guys Burgers & Fries","",\N,"3123718494","7635 W Bell Rd","","","85383","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Blue Ribbon Bistro","",\N,"4802223254","525 W Brown Rd","","","85201","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Hana Foods LLC","",\N,"","4925 W Bell Rd","Phoenix","AZ","85308","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Hana Foods LLC","",\N,"","4925 W Bell Rd","Phoenix","AZ","85308","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","El Palacio","",\N,"6027903291","2950 E Germann Rd","","","85249","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Quiktrip #1404","",\N,"4804466329","3720 S Val Vista Dr","Phoenix","AZ","85297","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Quiktrip #1404","",\N,"4804466329","3720 S Val Vista Dr","Phoenix","AZ","85297","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Westin Phoenix Hotel","",\N,"6024293500","333 N Central Ave","","","85004","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Esther Cuisine African and Carribean","",\N,"","3633 W Camelback Rd","Phoenix","AZ","85019","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Phx Day Child & Family Learning Ctr","",\N,"6022524911","115 E Tonto St","","","85004","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Alta Loma Elementary School","",\N,"","9750 N 87th Ave","Phoenix","AZ","85345","0","0"
"n/a","2015-01-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:23","-1000","-1000","-1000","Szechwan Garden","",\N,"6022869405","5055 W Ray Rd","","","85226","0","0"
"n/a","2015-01-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","75","-1000","-1000","Links Neighborhood Grill","",\N,"6235611681","18823 N Country Club Pkwy","","","85382","0","0"
"n/a","2015-01-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Phoenix Art Museum Cafe","",\N,"4809213150","1625 N Central Ave","Phoenix","AZ","85004","0","0"
"n/a","2015-01-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Sunset Grill Softball Concessions","",\N,"7144329800","1452 S Ellsworth Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","Dollar General Store #13380","",\N,"6158554000","415 S Higley Rd","Phoenix","AZ","85206","0","0"
"n/a","2014-10-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","Dollar General Store #13380","",\N,"6158554000","415 S Higley Rd","Phoenix","AZ","85206","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Phoenix Zoo","",\N,"6029144373","455 N Galvin Pkwy","","","85008","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In the Box #1541","",\N,"","5115 W Southern Ave","Phoenix","AZ","85339","0","0"
"n/a","2014-09-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","Jack In the Box #1192","",\N,"6028430530","3150 E Washington St","Phoenix","AZ","85034","0","0"
"n/a","2015-01-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","Zulu Caffe","",\N,"4802890177","15000 N Airport Dr","","","85260","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 1536","",\N,"","520 N Estrella Pkwy","Phoenix","AZ","00000","0","0"
"n/a","2015-01-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 1154","",\N,"6028430530","7510 W Indian School Rd","Phoenix","AZ","00000","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 1172","",\N,"","6001 W Thomas Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 1517","",\N,"6028430530","8225 W Camelback Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 1181","",\N,"6028430530","2701 W Camelback Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 117","",\N,"6028430530","5145 N 59TH Ave","Phoenix","AZ","85301","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jack In The Box 102","",\N,"6028430530","1302 E McDowell Rd","Phoenix","AZ","85006","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Shanghai Club","",\N,"","3434 W Anthem Way","Phoenix","AZ","85086","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Shanghai Club","",\N,"","3434 W Anthem Way","Phoenix","AZ","85086","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Shanghai Club","",\N,"","3434 W Anthem Way","Phoenix","AZ","85086","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Shanghai Club","",\N,"","3434 W Anthem Way","Phoenix","AZ","85086","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Tango","",\N,"","660 W Camelback Rd","Phoenix","AZ","85013","0","0"
"n/a","2014-08-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Jersey Mikes","",\N,"6022066227","15807 N Frank Lloyd Wright Blvd","","","85260","0","0"
"n/a","2015-01-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Ranch House Grille","",\N,"9266601030","5618 E Thomas Rd","","","85018","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Blanco","",\N,"4809056920","2502 E Camelback Rd","Phoenix","AZ","85016","0","0"
"n/a","2014-10-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Babbo Italian Eatery","",\N,"4806956487","9920 S Rural Rd","","","85255","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Babbo Italian Eatery","",\N,"4806956487","9920 S Rural Rd","","","85255","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","La Oaxaguena Mexican Food","",\N,"6023319024","10430 N 19th Ave","","","00000","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","QuikTrip #492","",\N,"4804466329","1850 S Miller Rd","Phoenix","AZ","85326","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","QuikTrip #492","",\N,"4804466329","1850 S Miller Rd","Phoenix","AZ","85326","0","0"
"n/a","2015-01-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Capistrano Bakery","",\N,"","2635 S 24th St","Phoenix","AZ","00000","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Subway #10740 (KEPR Holdings III)","",\N,"","5555 N 7th St","Phoenix","AZ","85014","0","0"
"n/a","2014-08-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Subway #14645 (KEPR Holdings II)","",\N,"6234121925","8215 W Bell Rd","","","00000","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Subway #14645 (KEPR Holdings II)","",\N,"6234121925","8215 W Bell Rd","","","00000","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Ingleside Middle School","",\N,"4804848502","5402 E Osborn Rd","","","85018","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Fender","",\N,"4805967128","17600 N Perimeter Dr","","","85255","0","0"
"n/a","2014-07-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","75","-1000","-1000","Baskins Robbins","",\N,"5187916809","7665 W Bell Rd","","","85382","0","0"
"n/a","2015-01-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","Baskins Robbins","",\N,"5187916809","7665 W Bell Rd","","","85382","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","KFC - D212040","",\N,"4805105507","3550 W Thunderbird","Phoenix","AZ","85023","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","KFC - D212064","",\N,"","9039 W Olive Ave","Phoenix","AZ","85345","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","KFC #D212037","",\N,"","3702 E Thomas Rd","Phoenix","AZ","00000","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","KFC #D212043","",\N,"","20 E Baseline Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","KFC #D212043","",\N,"","20 E Baseline Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","KFC-D212055","",\N,"4805105507","1525 N 43rd Ave","Phoenix","AZ","85009","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Quiktrip #1401","",\N,"","575 N Estrella Pkwy","Phoenix","AZ","00000","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","Quiktrip #1401","",\N,"","575 N Estrella Pkwy","Phoenix","AZ","00000","0","0"
"n/a","2015-01-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Magellan Christian Academies of Arizona, LLC","",\N,"9048808800","1847 S Greenfield Rd","","","85206","0","0"
"n/a","2015-01-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Pizza Hut #26975","",\N,"","1520 N 43rd Ave","Phoenix","AZ","85009","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","One Stop Nutrition","",\N,"4803283386","15425 S 48th St","","","85044","0","0"
"n/a","2015-01-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","One Stop Nutrition","",\N,"4803283386","15425 S 48th St","","","85044","0","0"
"n/a","2015-01-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","One Stop Nutrition","",\N,"4803283386","15425 S 48th St","","","85044","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","85","-1000","-1000","Swirls","",\N,"4806614720","7014 E Camelback Rd","","","85251","0","0"
"n/a","2015-01-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","La Salsita Mexican Food","",\N,"","11249 W Buckeye Rd","Phoenix","AZ","00000","0","0"
"n/a","2015-01-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","96","-1000","-1000","Grayhawk Golf Club - Talon Course","",\N,"4805021800","8623 E Thompson Peak Pkwy","","","85255","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:24","-1000","-1000","-1000","The Odyssey Preparatory Academy","",\N,"","6500 S Apache Rd","Phoenix","AZ","85326","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:25","-1000","-1000","-1000","Green Tea Chinese and Japanese Cuisine","",\N,"","1239 S Higley Rd","Phoenix","AZ","85206","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:25","-1000","-1000","-1000","Green Tea Chinese and Japanese Cuisine","",\N,"","1239 S Higley Rd","Phoenix","AZ","85206","0","0"
"n/a","2014-07-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:25","-1000","-1000","-1000","Green Tea Chinese and Japanese Cuisine","",\N,"","1239 S Higley Rd","Phoenix","AZ","85206","0","0"
"n/a","2015-01-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:25","96","-1000","-1000","Hotel Tempe/Phoenix Airport Inn Suites Hotel & Suites","",\N,"6029441500","1651 W Baseline Rd","","","85283","0","0"
"n/a","2015-01-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:25","96","-1000","-1000","City Market Deli & Catering @ Skysong","",\N,"4806757777","1375 N Scottsdale Rd","","","85257","0","0"
"n/a","0000-00-00","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 22:00:25","-1000","-1000","-1000","City Market Deli & Catering @ Skysong","",\N,"4806757777","1375 N Scottsdale Rd","","","85257","0","0"
